Dose,Date,Skew,Kurtosis,Time,Cell,Variance,Ligand,Mean,alphStatCov
0.115226,3/27/2019,141.79416,20155.773,0.5,Thelper,8487947000,IL2,1781.1304,1868389.972
0.038409,3/27/2019,13.19115,487.62234,0.5,Thelper,6863717,IL2,238.28223,136224.7216
0.012803,3/27/2019,8.226618,127.915436,0.5,Thelper,6020455,IL2,93.20801,-14435.84009
0.004268,3/27/2019,12.153604,302.8609,0.5,Thelper,9548383,IL2,373.14404,86675.58999
0.001423,3/27/2019,92.1422,10741.357,0.5,Thelper,18870312,IL2,0,-94952.13721
0.000474,3/27/2019,9.56534,245.78401,0.5,Thelper,4037100,IL2,14.479004,-170059.4487
84,3/27/2019,1.063127,0.5913696,4,Treg,548290400,IL15,18319.414,6513492.681
28,3/27/2019,1.0026498,0.27456856,4,Treg,576789800,IL15,19347.791,5999361.657
9.333333,3/27/2019,0.9807529,0.16947746,4,Treg,528834000,IL15,18432.387,6465397.172
3.111,3/27/2019,1.0202287,0.26157403,4,Treg,573119400,IL15,18796.129,6251435.746
1.037037,3/27/2019,1.0900754,0.5175593,4,Treg,503291330,IL15,17231.29,5749787.558
0.345679,3/27/2019,1.1845152,0.8654084,4,Treg,453770240,IL15,15664.6,5360160.625
0.115226,3/27/2019,48.99973,2420.691,4,Treg,19102044000,IL15,9755.297,5714073.781
0.038409,3/27/2019,3.324768,13.468361,4,Treg,95202090,IL15,2473.254,1932490.12
0.012803,3/27/2019,4.048723,20.016405,4,Treg,67416750,IL15,1106.0029,1622044.549
0.004268,3/27/2019,4.2775373,22.557781,4,Treg,43833496,IL15,0,1231390.254
0.001423,3/27/2019,5.3847437,36.50428,4,Treg,52397744,IL15,51.51758,1313321.378
0.000474,3/27/2019,4.6471667,26.751934,4,Treg,63681304,IL15,311.5327,1590234.434
84,3/27/2019,1.3759136,1.5256848,4,Thelper,451162370,IL15,15930.99,4018846.524
28,3/27/2019,1.2642968,1.221201,4,Thelper,499495140,IL15,17951.836,3588547.49
9.333333,3/27/2019,1.2534672,1.0437427,4,Thelper,456147500,IL15,16960.246,3903086.29
3.111,3/27/2019,1.1771903,0.6912749,4,Thelper,493948830,IL15,17989.398,3866284.2
1.037037,3/27/2019,5.1687202,157.36394,4,Thelper,472727550,IL15,16411.27,3103958.139
0.345679,3/27/2019,1.5345311,2.1533694,4,Thelper,320080130,IL15,13428.428,1916032.488
0.115226,3/27/2019,2.5086424,9.898187,4,Thelper,90069370,IL15,5870.6606,-148528.9565
0.038409,3/27/2019,19.118788,997.2496,4,Thelper,26748358,IL15,1560.1426,-434075.5239
0.012803,3/27/2019,10.038676,252.41101,4,Thelper,8310660.5,IL15,616.0405,-119143.6244
0.004268,3/27/2019,4.9895477,88.355995,4,Thelper,3406457.2,IL15,114.84961,-148358.083
0.001423,3/27/2019,8.274936,213.58708,4,Thelper,3800397,IL15,211.10547,-92661.32722
0.000474,3/27/2019,71.49934,6173.982,4,Thelper,22933898,IL15,0,-257220.3386
84,3/27/2019,0.4592676,-0.5153575,2,Treg,203895360,IL15,13833.994,4647412.51
28,3/27/2019,0.37395477,-0.84105563,2,Treg,259356600,IL15,16003.348,5048255.044
9.333333,3/27/2019,0.50756407,-0.74753094,2,Treg,334680640,IL15,17211.988,5897882.411
3.111,3/27/2019,0.83785456,-0.37139177,2,Treg,492450460,IL15,17228.428,7054225.653
1.037037,3/27/2019,1.0291978,0.16163397,2,Treg,375146200,IL15,13807.844,6844257.898
0.345679,3/27/2019,2.0546627,4.3229733,2,Treg,126206580,IL15,4604.243,3301528.561
0.115226,3/27/2019,2.7917495,9.178433,2,Treg,109805864,IL15,3102.7559,3324240.786
0.038409,3/27/2019,3.5416725,14.601614,2,Treg,56330496,IL15,514.05225,1915772.781
0.012803,3/27/2019,4.9581146,33.86733,2,Treg,51408030,IL15,0,1537957.867
0.004268,3/27/2019,4.4100456,23.522987,2,Treg,74599600,IL15,910.39453,1922424.934
0.001423,3/27/2019,43.758907,2004.6538,2,Treg,1335525000,IL15,1265.5967,3087268.925
0.000474,3/27/2019,37.56398,1612.7029,2,Treg,441497120,IL15,653.8926,2191966.548
84,3/27/2019,1.5261285,2.1718035,2,Thelper,106896960,IL15,6478.651,1071663.496
28,3/27/2019,1.518184,2.178783,2,Thelper,148059020,IL15,8018.569,1258958.682
9.333333,3/27/2019,1.3753363,1.56948,2,Thelper,190114430,IL15,10115.693,1912514.569
3.111,3/27/2019,1.5174005,2.2097998,2,Thelper,265490620,IL15,11807.68,1680950.113
1.037037,3/27/2019,1.8356955,3.9185896,2,Thelper,121278776,IL15,7209.7593,10448.76165
0.345679,3/27/2019,3.4677012,19.95251,2,Thelper,25637978,IL15,2308.5908,-477851.6641
0.115226,3/27/2019,7.393442,110.29135,2,Thelper,10589131,IL15,927.5625,102837.8377
0.038409,3/27/2019,7.332525,171.71819,2,Thelper,3609273,IL15,39.583008,-146939.1115
0.012803,3/27/2019,3.8157039,51.776566,2,Thelper,3115601.5,IL15,154.89307,-181800.2319
0.004268,3/27/2019,6.226057,104.52855,2,Thelper,4291304.5,IL15,471.43018,-36149.54534
0.001423,3/27/2019,9.966619,328.74573,2,Thelper,3612765,IL15,0,-186399.3709
0.000474,3/27/2019,8.929402,208.58737,2,Thelper,4085608.5,IL15,125.63721,-152867.2795
84,3/27/2019,0.96756124,-0.17240381,1,Treg,652270660,IL15,19558.549,8140359.095
28,3/27/2019,0.9937558,-0.1509552,1,Treg,748600800,IL15,20555.87,8154620.517
9.333333,3/27/2019,1.0637401,0.19205308,1,Treg,715851400,IL15,19904.496,8239337.531
3.111,3/27/2019,1.3473557,3.9080453,1,Treg,689773200,IL15,19785.127,7785758.625
1.037037,3/27/2019,1.3309262,0.9767165,1,Treg,354310560,IL15,12741.979,6299452.247
0.345679,3/27/2019,3.6440084,16.197733,1,Treg,60024344,IL15,2176.412,1993144.43
0.115226,3/27/2019,3.9767735,21.245897,1,Treg,47802584,IL15,1326.29,1809662.999
0.038409,3/27/2019,3.5768087,14.745907,1,Treg,67191704,IL15,1582.4238,2128460.579
0.012803,3/27/2019,5.3219347,41.828358,1,Treg,49376264,IL15,928.29346,1501633.341
0.004268,3/27/2019,4.9361963,32.673218,1,Treg,25598522,IL15,0,959998.0136
0.001423,3/27/2019,3.7078815,16.430351,1,Treg,65238420,IL15,1380.773,2155943.272
0.000474,3/27/2019,4.1464586,21.781845,1,Treg,41908524,IL15,551.0117,1430037.506
84,3/27/2019,1.2653058,1.2887316,1,Thelper,367321630,IL15,15362.619,882285.9288
28,3/27/2019,1.2486974,1.1129661,1,Thelper,435565600,IL15,16853.041,1047406.65
9.333333,3/27/2019,1.2137482,0.93355083,1,Thelper,427743330,IL15,16853.98,1288022.985
3.111,3/27/2019,1.3023535,2.7477484,1,Thelper,403915260,IL15,16662.963,1342496.226
1.037037,3/27/2019,21.24473,1422.7812,1,Thelper,195019520,IL15,9095.094,-426508.0915
0.345679,3/27/2019,10.395461,275.55612,1,Thelper,9270190,IL15,1310.854,47303.04088
0.115226,3/27/2019,9.980202,342.0992,1,Thelper,5361201.5,IL15,402.5708,-32951.54737
0.038409,3/27/2019,7.890151,123.412605,1,Thelper,5648818,IL15,257.53418,-18753.20053
0.012803,3/27/2019,14.614843,518.4853,1,Thelper,4982888,IL15,385.27344,-12969.4045
0.004268,3/27/2019,132.36339,17633.438,1,Thelper,918498940,IL15,321.3589,12352.56227
0.001423,3/27/2019,4.434759,66.991905,1,Thelper,3414726.5,IL15,0,-117566.4694
0.000474,3/27/2019,16.75791,945.67236,1,Thelper,4078677.2,IL15,26.93164,-188884.1143
84,3/27/2019,0.77227944,-0.41735816,0.5,Treg,737426240,IL15,23304.418,7808144.496
28,3/27/2019,0.7926744,-0.28460336,0.5,Treg,800413630,IL15,24483.898,8491706.11
9.333333,3/27/2019,0.9223323,0.036534786,0.5,Treg,786091800,IL15,23246,7610389.966
3.111,3/27/2019,0.84607184,-0.3376367,0.5,Treg,741558340,IL15,22804.695,7370535.738
1.037037,3/27/2019,1.3209324,1.224114,0.5,Treg,384548400,IL15,14399.041,4738016.118
0.345679,3/27/2019,43.540543,1985.2993,0.5,Treg,263647940,IL15,593.7959,404720.8249
0.115226,3/27/2019,4.3258953,22.58366,0.5,Treg,59256964,IL15,1377.5806,1772411.613
0.038409,3/27/2019,6.5703993,56.956947,0.5,Treg,40449144,IL15,7.289551,1040241.389
0.012803,3/27/2019,6.189758,50.342693,0.5,Treg,21864970,IL15,0,611127.0628
0.004268,3/27/2019,4.7876377,29.185669,0.5,Treg,52371160,IL15,847.46484,1714623.978
0.001423,3/27/2019,3.5510411,15.421654,0.5,Treg,92466200,IL15,1977.7905,2700775.987
0.000474,3/27/2019,4.4076457,24.142048,0.5,Treg,33337108,IL15,147.52295,1141146.701
84,3/27/2019,0.81429565,-0.001146078,0.5,Thelper,560420860,IL15,22544.75,3340912.237
28,3/27/2019,0.7384935,-0.05982709,0.5,Thelper,675874100,IL15,26709.465,4382854.185
9.333333,3/27/2019,0.7606422,-0.10374379,0.5,Thelper,640109060,IL15,25442.12,3827290.484
3.111,3/27/2019,0.68817866,-0.3207507,0.5,Thelper,590872200,IL15,25168.479,3619348.586
1.037037,3/27/2019,1.2345612,1.9554324,0.5,Thelper,286918270,IL15,15543.719,2747971.281
0.345679,3/27/2019,58.475765,3607.6646,0.5,Thelper,123686150,IL15,1256.7324,120493.217
0.115226,3/27/2019,56.946068,4785.04,0.5,Thelper,13553049,IL15,586.2329,87396.41556
0.038409,3/27/2019,5.8939047,114.75379,0.5,Thelper,3493083,IL15,83.82959,-61686.76978
0.012803,3/27/2019,3.3784113,77.81532,0.5,Thelper,3012202.8,IL15,537.751,16439.47178
0.004268,3/27/2019,4.643776,76.54918,0.5,Thelper,3769919.2,IL15,314.38672,22114.70158
0.001423,3/27/2019,10.356848,219.97595,0.5,Thelper,6298923,IL15,0,15827.84137
0.000474,3/27/2019,7.987017,191.08154,0.5,Thelper,4259267.5,IL15,12.837402,-74452.16682
84,4/18/2019,0.7909685,0.15840244,4,Treg,556760450,IL2,23986.898,4443631.12
28,4/18/2019,0.80628335,-0.052610636,4,Treg,504567970,IL2,21786.307,4129541.953
9.333333,4/18/2019,1.0742471,0.37240887,4,Treg,700247230,IL2,22823.678,5024654.199
3.111,4/18/2019,0.6959542,-0.5042565,4,Treg,494108300,IL2,21776.68,5025717.635
1.037037,4/18/2019,1.1145835,0.48127985,4,Treg,411830880,IL2,16308.727,4953752.228
0.345679,4/18/2019,1.2290318,0.9524903,4,Treg,342333380,IL2,14112.453,4826872.959
0.115226,4/18/2019,1.5960941,1.9938083,4,Treg,223650400,IL2,9703.859,4740223.365
0.038409,4/18/2019,2.3896644,6.010042,4,Treg,103463896,IL2,4601.5884,2421287.534
0.012803,4/18/2019,3.2369373,11.859145,4,Treg,82290740,IL2,3002.8672,2197535.766
0.004268,4/18/2019,4.184426,22.017366,4,Treg,29191996,IL2,842.31934,1049110.139
0.001423,4/18/2019,4.7492056,30.084522,4,Treg,56291092,IL2,1630.2417,1331543.619
0.000474,4/18/2019,5.979076,50.132275,4,Treg,14444830,IL2,0,171151.4238
84,4/18/2019,0.8797693,0.020642042,4,Thelper,499631550,IL2,21728.812,10896178.58
28,4/18/2019,0.94860786,0.13286471,4,Thelper,477297540,IL2,20660.977,9875692.111
9.333333,4/18/2019,1.008092,0.3081391,4,Thelper,657315140,IL2,24372.508,11333367.96
3.111,4/18/2019,1.4722381,5.1459208,4,Thelper,415523400,IL2,17712.285,9894739.907
1.037037,4/18/2019,95.614975,9671.272,4,Thelper,4947671600,IL2,10591.271,9610196.582
0.345679,4/18/2019,2.6421316,7.347316,4,Thelper,168410850,IL2,6381.702,7104473.003
0.115226,4/18/2019,3.7393644,16.265339,4,Thelper,66927250,IL2,3026.8901,2883549.482
0.038409,4/18/2019,41.503696,3042.8418,4,Thelper,23170382,IL2,732.16187,340859.7717
0.012803,4/18/2019,6.3555703,83.592964,4,Thelper,3222729.8,IL2,113.029785,-222187.2284
0.004268,4/18/2019,2.4988205,25.168486,4,Thelper,1811996.4,IL2,0,-398809.8378
0.001423,4/18/2019,11.2704525,205.51611,4,Thelper,6300642.5,IL2,183.68286,-173308.672
0.000474,4/18/2019,2.3222275,22.51118,4,Thelper,2035669.2,IL2,84.01416,-356182.7527
84,4/18/2019,0.8058601,-0.058808327,2,Treg,627551040,IL2,23921,6065219.136
28,4/18/2019,0.7033891,-0.47739553,2,Treg,492642300,IL2,21948.246,5158355.115
9.333333,4/18/2019,0.7887314,-0.55346155,2,Treg,689058800,IL2,23003.785,6282830.132
3.111,4/18/2019,0.71375644,-0.48841023,2,Treg,444916030,IL2,20364.207,5566809.669
1.037037,4/18/2019,0.782931,-0.5046458,2,Treg,434675550,IL2,18575.316,6708166.82
0.345679,4/18/2019,1.3567383,1.0155749,2,Treg,304111840,IL2,12626.018,6947567.367
0.115226,4/18/2019,1.9576432,4.1840377,2,Treg,192238050,IL2,8259.743,4820397.83
0.038409,4/18/2019,3.0694013,11.021478,2,Treg,45881588,IL2,2685.9097,1938560.297
0.012803,4/18/2019,4.8290935,27.838276,2,Treg,25366750,IL2,1090.9824,779172.3049
0.004268,4/18/2019,6.6735854,83.054436,2,Treg,6580995.5,IL2,59.411377,83777.16771
0.001423,4/18/2019,3.6035392,15.185659,2,Treg,30354434,IL2,1679.3945,1100537.668
0.000474,4/18/2019,4.3269696,38.59713,2,Treg,4721105,IL2,0,-352224.532
84,4/18/2019,1.1094321,0.8949239,2,Thelper,413684320,IL2,18515.562,6315321.657
28,4/18/2019,1.3977636,4.2253532,2,Thelper,360327500,IL2,16357.541,5736396.487
9.333333,4/18/2019,1.8926499,13.543932,2,Thelper,532389820,IL2,19890.162,7773631.401
3.111,4/18/2019,1.6064619,2.3175,2,Thelper,284078620,IL2,12888.769,6503105.14
1.037037,4/18/2019,2.8637862,9.383416,2,Thelper,92860360,IL2,4571.0127,3993904.6
0.345679,4/18/2019,5.6815925,46.032135,2,Thelper,10568420,IL2,910.3684,628221.2364
0.115226,4/18/2019,13.330572,326.18524,2,Thelper,6825363,IL2,267.74512,-3736.843561
0.038409,4/18/2019,8.133198,282.92554,2,Thelper,2114243.2,IL2,31.030273,-372600.1507
0.012803,4/18/2019,21.488846,1115.351,2,Thelper,2981210.2,IL2,5.5341797,-386968.6567
0.004268,4/18/2019,8.308923,260.59164,2,Thelper,2069881.2,IL2,0,-423090.4478
0.001423,4/18/2019,6.312907,121.04451,2,Thelper,2135801.2,IL2,58.199707,-373308.5245
0.000474,4/18/2019,12.816544,591.74603,2,Thelper,2205426.8,IL2,122.10693,-401939.6119
84,4/18/2019,0.8059107,-0.34669423,1,Treg,510558980,IL2,20909.244,4802129.595
28,4/18/2019,0.58566046,-0.8672261,1,Treg,593853000,IL2,24295.662,5533849.128
9.333333,4/18/2019,0.95963496,-0.1501174,1,Treg,673555600,IL2,21577.162,6978546.304
3.111,4/18/2019,0.73038435,-0.52875423,1,Treg,525099650,IL2,21696.115,6250412.971
1.037037,4/18/2019,0.7764633,-0.63236403,1,Treg,441347460,IL2,18542.734,7765853.227
0.345679,4/18/2019,1.1665385,0.08321667,1,Treg,288078980,IL2,12478.646,6089326.693
0.115226,4/18/2019,1.7302849,2.253684,1,Treg,121120650,IL2,6620.974,4235532.191
0.038409,4/18/2019,3.1965797,12.516844,1,Treg,43074812,IL2,2600.8584,1748734.58
0.012803,4/18/2019,8.362792,110.00803,1,Treg,28223670,IL2,1273.9116,693881.4042
0.004268,4/18/2019,5.514809,38.44481,1,Treg,23769914,IL2,1126.5972,673369.2376
0.001423,4/18/2019,1.297755,3.3445835,1,Treg,3023789.2,IL2,0,-91354.79864
0.000474,4/18/2019,6.0247197,45.960297,1,Treg,18470200,IL2,559.3113,294057.3077
84,4/18/2019,1.0316073,0.38816214,1,Thelper,305761800,IL2,15816.339,3082704.173
28,4/18/2019,1.0533674,0.462641,1,Thelper,345154020,IL2,16781.188,4143842.987
9.333333,4/18/2019,1.0417361,0.47487068,1,Thelper,407754100,IL2,18792.123,4596918.32
3.111,4/18/2019,1.3727156,1.6191831,1,Thelper,258163800,IL2,13332.57,4669957.335
1.037037,4/18/2019,2.523977,6.9037,1,Thelper,114874140,IL2,5505.38,5045325.567
0.345679,4/18/2019,6.218308,60.08432,1,Thelper,13624903,IL2,1172.9133,685860.8206
0.115226,4/18/2019,14.338677,433.58432,1,Thelper,4908219,IL2,262.67822,-131925.2294
0.038409,4/18/2019,4.259338,50.5984,1,Thelper,2154208.8,IL2,78.677246,-324758.0262
0.012803,4/18/2019,16.866016,730.11993,1,Thelper,2790669.2,IL2,2.991455,-388168.9636
0.004268,4/18/2019,98.0344,9730.166,1,Thelper,164745420,IL2,191.49487,-230317.6076
0.001423,4/18/2019,1.9103774,14.471724,1,Thelper,1517754.6,IL2,0,-370191.4878
0.000474,4/18/2019,2.9481146,36.199413,1,Thelper,1740799.5,IL2,57.741943,-438349.6541
84,4/18/2019,0.59991443,-0.98301244,0.5,Treg,681943400,IL2,24719.201,6238832.785
28,4/18/2019,0.4686491,-0.8059685,0.5,Treg,719984900,IL2,27863.047,7800508.263
9.333333,4/18/2019,0.82927656,-0.4339919,0.5,Treg,445149900,IL2,19356.07,4569370.276
3.111,4/18/2019,0.42710045,-1.2080221,0.5,Treg,659896770,IL2,25763.42,7549775.446
1.037037,4/18/2019,1.0483693,-0.17810106,0.5,Treg,366736830,IL2,14701.574,8148223.834
0.345679,4/18/2019,2.8196683,8.14245,0.5,Treg,68919970,IL2,3451.3691,2649642.5
0.115226,4/18/2019,3.1826587,11.484698,0.5,Treg,41073784,IL2,2311.4727,1891940.126
0.038409,4/18/2019,5.194774,33.747196,0.5,Treg,47009344,IL2,1715.1587,1299741.631
0.012803,4/18/2019,5.6208124,38.292496,0.5,Treg,25890196,IL2,856.5752,809338.9056
0.004268,4/18/2019,7.6644645,96.339096,0.5,Treg,11144495,IL2,86.31592,255710.5798
0.001423,4/18/2019,4.6638803,32.032635,0.5,Treg,9726503,IL2,0,232588.8938
0.000474,4/18/2019,7.9439487,88.016174,0.5,Treg,72910390,IL2,1440.6377,680836.586
84,4/18/2019,0.8603022,2.7953691,0.5,Thelper,489204860,IL2,24798.62,8060334.304
28,4/18/2019,0.4974418,-0.6084893,0.5,Thelper,548621440,IL2,27222.543,9877813.775
9.333333,4/18/2019,1.2260947,1.1602583,0.5,Thelper,357953400,IL2,16426.305,5606652.229
3.111,4/18/2019,0.8859298,-0.089770555,0.5,Thelper,459185570,IL2,21044.691,11272049
1.037037,4/18/2019,4.402481,25.870127,0.5,Thelper,29347360,IL2,2112.2163,1658334.766
0.345679,4/18/2019,14.215667,334.2121,0.5,Thelper,5484784,IL2,427.67285,-137719.6986
0.115226,4/18/2019,5.0317464,86.50941,0.5,Thelper,2015816,IL2,168.47021,-337261.5093
0.038409,4/18/2019,11.6012945,244.35492,0.5,Thelper,4031627.5,IL2,210.79468,-253261.1678
0.012803,4/18/2019,13.014723,275.70483,0.5,Thelper,4920568.5,IL2,210.74976,-297535.0951
0.004268,4/18/2019,3.6599312,49.42735,0.5,Thelper,1891236.4,IL2,95.75464,-413400.5255
0.001423,4/18/2019,2.8328624,43.793964,0.5,Thelper,1603068.1,IL2,0,-431198.5328
0.000474,4/18/2019,3.4196608,44.51116,0.5,Thelper,1949662.6,IL2,187.89014,-380762.6706
84,4/18/2019,0.8405603,0.32406688,4,Treg,536948700,IL15,23887.479,6121116.819
28,4/18/2019,0.8818333,0.16331887,4,Treg,487541100,IL15,21572.96,5853754.205
9.333333,4/18/2019,0.6678523,-0.6420982,4,Treg,452262820,IL15,21417.547,5465822.855
3.111,4/18/2019,0.7531807,-0.19257426,4,Treg,438636300,IL15,21734.834,5588286.552
1.037037,4/18/2019,1.3611848,1.86345,4,Treg,176184160,IL15,11565.229,3114733.232
0.345679,4/18/2019,2.017517,4.7433777,4,Treg,125347060,IL15,7545.9404,3135909.569
0.115226,4/18/2019,4.3459344,23.514538,4,Treg,52200876,IL15,2312.3313,1113096.301
0.038409,4/18/2019,6.2297487,54.21774,4,Treg,14384363,IL15,522.6848,251949.3696
0.012803,4/18/2019,10.023441,144.56543,4,Treg,10522120,IL15,0,-53821.1514
0.004268,4/18/2019,7.2310286,71.6501,4,Treg,21933334,IL15,364.73315,405142.4417
0.001423,4/18/2019,4.312845,23.477911,4,Treg,17993232,IL15,680.2908,436721.3165
0.000474,4/18/2019,3.2766213,11.309852,4,Treg,94477520,IL15,3208.951,2120302.495
84,4/18/2019,0.8583533,-0.080801964,4,Thelper,516444400,IL15,22012.11,11311539.24
28,4/18/2019,0.8825813,0.012532473,4,Thelper,442106850,IL15,20260.934,9945952.543
9.333333,4/18/2019,1.172927,0.84566283,4,Thelper,323486600,IL15,15354.964,5214207.423
3.111,4/18/2019,0.8822751,0.060653687,4,Thelper,436429600,IL15,20537.602,9488543.739
1.037037,4/18/2019,1.5920084,2.6675663,4,Thelper,116407120,IL15,8716.849,2265190.885
0.345679,4/18/2019,3.59306,19.852154,4,Thelper,44183870,IL15,3668.1401,582146.2753
0.115226,4/18/2019,10.76275,201.23848,4,Thelper,10746858,IL15,765.43774,-117875.6466
0.038409,4/18/2019,6.835375,192.70944,4,Thelper,2074415.4,IL15,148.82935,-371610.232
0.012803,4/18/2019,2.30074,28.492449,4,Thelper,1684951.6,IL15,48.62451,-373595.9177
0.004268,4/18/2019,6.748291,169.15396,4,Thelper,2071531.9,IL15,0,-357096.1778
0.001423,4/18/2019,5.3003106,109.318275,4,Thelper,2042873.1,IL15,3.0114746,-341512.1351
0.000474,4/18/2019,10.502456,171.09016,4,Thelper,10204535,IL15,431.3474,-49197.12388
84,4/18/2019,0.7844884,-0.20882678,2,Treg,498913950,IL15,20853.502,6142665.053
28,4/18/2019,1.1299567,0.69879293,2,Treg,646264400,IL15,20725.137,6168217.645
9.333333,4/18/2019,0.8113247,-0.17959905,2,Treg,449160580,IL15,19675.283,5297940.736
3.111,4/18/2019,0.85915303,-0.28138852,2,Treg,408350270,IL15,18049.486,5615626.196
1.037037,4/18/2019,26.775568,752.07965,2,Treg,716500160,IL15,3568.5535,1429414.257
0.345679,4/18/2019,9.42855,116.76731,2,Treg,18986376,IL15,500.69067,-31556.12736
0.115226,4/18/2019,4.4778605,31.475227,2,Treg,6874000.5,IL15,114.43652,5607.871117
0.038409,4/18/2019,26.532967,703.6531,2,Treg,1783366900,IL15,1466.1204,-1178072.912
0.012803,4/18/2019,5.3990207,48.62458,2,Treg,8398816,IL15,162.91187,164382.4228
0.004268,4/18/2019,5.094547,35.602486,2,Treg,9706120,IL15,0,31177.53788
0.001423,4/18/2019,7.2563267,84.22369,2,Treg,10193190,IL15,142.29785,159402.6536
0.000474,4/18/2019,6.5953975,62.933083,2,Treg,20005770,IL15,769.46313,439486.5947
84,4/18/2019,1.6568394,9.69406,2,Thelper,379093500,IL15,16487.71,6076090.834
28,4/18/2019,1.2113115,1.079597,2,Thelper,471222460,IL15,18964.957,6146919.751
9.333333,4/18/2019,73.30438,6338.115,2,Thelper,2336634600,IL15,17260.043,5476783.984
3.111,4/18/2019,2.0853853,20.074106,2,Thelper,241904530,IL15,13120.462,3394583.478
1.037037,4/18/2019,62.339325,4377.076,2,Thelper,110461990,IL15,1379.3977,315608.5808
0.345679,4/18/2019,8.358304,226.63855,2,Thelper,2402396,IL15,148.25537,-305858.5917
0.115226,4/18/2019,1.8813092,14.923004,2,Thelper,1732002.2,IL15,3.0585938,-367081.6189
0.038409,4/18/2019,97.35226,9621.708,2,Thelper,129904580,IL15,104.55469,-322055.2437
0.012803,4/18/2019,1.9741439,15.596796,2,Thelper,1678074.4,IL15,3.3391113,-338548.6551
0.004268,4/18/2019,10.898105,370.12863,2,Thelper,2417905.2,IL15,0,-380855.3749
0.001423,4/18/2019,1.2672896,5.1194286,2,Thelper,1618097.5,IL15,7.5026855,-352788.1854
0.000474,4/18/2019,20.599356,1068.3998,2,Thelper,3498425.5,IL15,254.02173,-304593.9836
84,4/18/2019,1.061721,0.30479074,1,Treg,492135170,IL15,19414.223,5270703.833
28,4/18/2019,0.8335556,-0.5322192,1,Treg,601610940,IL15,21151.861,6757092.884
9.333333,4/18/2019,0.81851935,-0.3113413,1,Treg,452614240,IL15,19662.041,5007504.115
3.111,4/18/2019,24.473125,613.12036,1,Treg,16008587000,IL15,23963.723,4228200.704
1.037037,4/18/2019,2.038164,4.0141563,1,Treg,52640080,IL15,4446.9756,2219720.621
0.345679,4/18/2019,4.5323496,31.575733,1,Treg,7861312.5,IL15,228.69604,219266.4966
0.115226,4/18/2019,4.7850847,26.25107,1,Treg,57932810,IL15,2119.0486,1286035.725
0.038409,4/18/2019,6.5379844,60.556164,1,Treg,11066482,IL15,441.65845,313175.4437
0.012803,4/18/2019,3.0089254,26.933887,1,Treg,4019114.2,IL15,0,-167379.0436
0.004268,4/18/2019,6.546582,54.578762,1,Treg,22593924,IL15,816.7478,610036.2076
0.001423,4/18/2019,2.2159414,11.478569,1,Treg,4444914,IL15,117.10278,-123531.8355
0.000474,4/18/2019,6.3395824,51.75756,1,Treg,29915864,IL15,1145.927,677205.8119
84,4/18/2019,1.0069394,0.36356473,1,Thelper,364756500,IL15,18827.223,3509670.914
28,4/18/2019,0.93806475,0.12113023,1,Thelper,456765730,IL15,20273.188,4788829.896
9.333333,4/18/2019,25.726799,1499.6204,1,Thelper,506577020,IL15,16184.343,4253143.177
